Products,keyfigure,Days,Value,ProdType
BTH005565K06DF,frozen_sold,1,17,Frozen
BTH005565K06DF,frozen_sold,2,17,Frozen
BTH005565K06DF,frozen_sold,3,17,Frozen
BTH005565K06DF,frozen_sold,4,17,Frozen
BTHSMF02CK02DF,frozen_sold,0,0,Frozen
BTHSMF02CK02DF,frozen_sold,1,687,Frozen
BTHSMF02CK02DF,frozen_sold,2,687,Frozen
BTHSMF02CK02DF,frozen_sold,3,687,Frozen
BTHSMF02CK02DF,frozen_sold,4,687,Frozen
C3JW09120K04DF,frozen_sold,0,0,Frozen
C3JW09120K04DF,frozen_sold,1,3,Frozen
C3JW09120K04DF,frozen_sold,2,3,Frozen
C3JW09120K04DF,frozen_sold,3,3,Frozen
C3JW09120K04DF,frozen_sold,4,3,Frozen
BTHSMF0FFK04DF,frozen_sold,0,0,Frozen
BTHSMF0FFK04DF,frozen_sold,1,0,Frozen
BTHSMF0FFK04DF,frozen_sold,2,0,Frozen
BTHSMF0FFK04DF,frozen_sold,3,0,Frozen
BTHSMF0FFK04DF,frozen_sold,4,0,Frozen
BBRS1823FK02DF,frozen_sold,0,0,Frozen
BBRS1823FK02DF,frozen_sold,1,200,Frozen
BBRS1823FK02DF,frozen_sold,2,200,Frozen
BBRS1823FK02DF,frozen_sold,3,200,Frozen
BBRS1823FK02DF,frozen_sold,4,200,Frozen
C3JW09130K02DF,frozen_sold,0,0,Frozen
C3JW09130K02DF,frozen_sold,1,572,Frozen
C3JW09130K02DF,frozen_sold,2,572,Frozen
C3JW09130K02DF,frozen_sold,3,572,Frozen
C3JW09130K02DF,frozen_sold,4,572,Frozen
BFL003540K02DF,frozen_sold,0,0,Frozen
BFL003540K02DF,frozen_sold,1,78,Frozen
BFL003540K02DF,frozen_sold,2,78,Frozen
BFL003540K02DF,frozen_sold,3,78,Frozen
BFL003540K02DF,frozen_sold,4,78,Frozen
C3JW00BRUK02DF,frozen_sold,0,0,Frozen
C3JW00BRUK02DF,frozen_sold,1,240,Frozen
C3JW00BRUK02DF,frozen_sold,2,240,Frozen
C3JW00BRUK02DF,frozen_sold,3,240,Frozen
C3JW00BRUK02DF,frozen_sold,4,240,Frozen
CTH016210K02DF,frozen_sold,0,0,Frozen
CTH016210K02DF,frozen_sold,1,444,Frozen
CTH016210K02DF,frozen_sold,2,444,Frozen
CTH016210K02DF,frozen_sold,3,444,Frozen
CTH016210K02DF,frozen_sold,4,444,Frozen
CDS010140K02DF,frozen_sold,0,0,Frozen
CDS010140K02DF,frozen_sold,1,107,Frozen
CDS010140K02DF,frozen_sold,2,107,Frozen
CDS010140K02DF,frozen_sold,3,107,Frozen
CDS010140K02DF,frozen_sold,4,107,Frozen
CDS008110K02DF,frozen_sold,0,0,Frozen
CDS008110K02DF,frozen_sold,1,146,Frozen
CDS008110K02DF,frozen_sold,2,146,Frozen
CDS008110K02DF,frozen_sold,3,146,Frozen
CDS008110K02DF,frozen_sold,4,146,Frozen
CDS01014VP06DF,frozen_sold,0,0,Frozen
CDS01014VP06DF,frozen_sold,1,6,Frozen
CDS01014VP06DF,frozen_sold,2,6,Frozen
CDS01014VP06DF,frozen_sold,3,6,Frozen
CDS01014VP06DF,frozen_sold,4,6,Frozen
CCHICU000K02DF,frozen_sold,0,0,Frozen
CCHICU000K02DF,frozen_sold,1,0,Frozen
CCHICU000K02DF,frozen_sold,2,0,Frozen
CCHICU000K02DF,frozen_sold,3,0,Frozen
CCHICU000K02DF,frozen_sold,4,0,Frozen
PDMTMF000150DF,frozen_sold,0,0,Frozen
PDMTMF000150DF,frozen_sold,1,0,Frozen
PDMTMF000150DF,frozen_sold,2,0,Frozen
PDMTMF000150DF,frozen_sold,3,0,Frozen
PDMTMF000150DF,frozen_sold,4,0,Frozen
CTH013160K02DF,frozen_sold,0,0,Frozen
CTH013160K02DF,frozen_sold,1,177,Frozen
CTH013160K02DF,frozen_sold,2,177,Frozen
CTH013160K02DF,frozen_sold,3,177,Frozen
CTH013160K02DF,frozen_sold,4,177,Frozen
C3JW07100K02DF,frozen_sold,0,0,Frozen
C3JW07100K02DF,frozen_sold,1,321,Frozen
C3JW07100K02DF,frozen_sold,2,321,Frozen
C3JW07100K02DF,frozen_sold,3,321,Frozen
C3JW07100K02DF,frozen_sold,4,321,Frozen
BBRS07595P24DF,frozen_sold,0,0,Frozen
BBRS07595P24DF,frozen_sold,1,365,Frozen
BBRS07595P24DF,frozen_sold,2,365,Frozen
BBRS07595P24DF,frozen_sold,3,365,Frozen
BBRS07595P24DF,frozen_sold,4,365,Frozen
BTHSF0000K02DF,frozen_sold,0,0,Frozen
BTHSF0000K02DF,frozen_sold,1,52,Frozen
BTHSF0000K02DF,frozen_sold,2,52,Frozen
BTHSF0000K02DF,frozen_sold,3,52,Frozen
BTHSF0000K02DF,frozen_sold,4,52,Frozen
CTH015180P12DF,frozen_sold,0,0,Frozen
CTH015180P12DF,frozen_sold,1,404,Frozen
CTH015180P12DF,frozen_sold,2,404,Frozen
CTH015180P12DF,frozen_sold,3,404,Frozen
CTH015180P12DF,frozen_sold,4,404,Frozen
BBRS1821FK02DF,frozen_sold,0,0,Frozen
BBRS1821FK02DF,frozen_sold,1,71,Frozen
BBRS1821FK02DF,frozen_sold,2,71,Frozen
BBRS1821FK02DF,frozen_sold,3,71,Frozen
BBRS1821FK02DF,frozen_sold,4,71,Frozen
C9PCGCH00P18DF,frozen_sold,0,0,Frozen
C9PCGCH00P18DF,frozen_sold,1,1753,Frozen
C9PCGCH00P18DF,frozen_sold,2,1753,Frozen
C9PCGCH00P18DF,frozen_sold,3,1753,Frozen
C9PCGCH00P18DF,frozen_sold,4,1753,Frozen
CTH01621VP04DF,frozen_sold,0,0,Frozen
CTH01621VP04DF,frozen_sold,1,1,Frozen
CTH01621VP04DF,frozen_sold,2,1,Frozen
CTH01621VP04DF,frozen_sold,3,1,Frozen
CTH01621VP04DF,frozen_sold,4,1,Frozen
C4PC00000P08DF,frozen_sold,0,0,Frozen
C4PC00000P08DF,frozen_sold,1,0,Frozen
C4PC00000P08DF,frozen_sold,2,0,Frozen
C4PC00000P08DF,frozen_sold,3,0,Frozen
C4PC00000P08DF,frozen_sold,4,0,Frozen
C9PC00000P18DF,frozen_sold,0,0,Frozen
C9PC00000P18DF,frozen_sold,1,0,Frozen
C9PC00000P18DF,frozen_sold,2,0,Frozen
C9PC00000P18DF,frozen_sold,3,0,Frozen
C9PC00000P18DF,frozen_sold,4,0,Frozen
BTHSMF000K04DF,frozen_sold,0,0,Frozen
BTHSMF000K04DF,frozen_sold,1,135,Frozen
BTHSMF000K04DF,frozen_sold,2,135,Frozen
BTHSMF000K04DF,frozen_sold,3,135,Frozen
BTHSMF000K04DF,frozen_sold,4,135,Frozen
CBRSH2332P10DF,frozen_sold,0,0,Frozen
CBRSH2332P10DF,frozen_sold,1,338,Frozen
CBRSH2332P10DF,frozen_sold,2,338,Frozen
CBRSH2332P10DF,frozen_sold,3,338,Frozen
CBRSH2332P10DF,frozen_sold,4,338,Frozen
BTH009100K06DF,frozen_sold,0,0,Frozen
BTH009100K06DF,frozen_sold,1,302,Frozen
BTH009100K06DF,frozen_sold,2,302,Frozen
BTH009100K06DF,frozen_sold,3,302,Frozen
BTH009100K06DF,frozen_sold,4,302,Frozen
CTH016190K02DF,frozen_sold,0,0,Frozen
CTH016190K02DF,frozen_sold,1,215,Frozen
CTH016190K02DF,frozen_sold,2,215,Frozen
CTH016190K02DF,frozen_sold,3,215,Frozen
CTH016190K02DF,frozen_sold,4,215,Frozen
BTH0F0000K02DF,frozen_sold,0,0,Frozen
BTH0F0000K02DF,frozen_sold,1,0,Frozen
BTH0F0000K02DF,frozen_sold,2,0,Frozen
BTH0F0000K02DF,frozen_sold,3,0,Frozen
BTH0F0000K02DF,frozen_sold,4,0,Frozen
BLG018230K02DF,frozen_sold,0,0,Frozen
BLG018230K02DF,frozen_sold,1,153,Frozen
BLG018230K02DF,frozen_sold,2,153,Frozen
BLG018230K02DF,frozen_sold,3,153,Frozen
BLG018230K02DF,frozen_sold,4,153,Frozen
BBRS16180K05DF,frozen_sold,0,0,Frozen
BBRS16180K05DF,frozen_sold,1,81,Frozen
BBRS16180K05DF,frozen_sold,2,81,Frozen
BBRS16180K05DF,frozen_sold,3,81,Frozen
BBRS16180K05DF,frozen_sold,4,81,Frozen
PMJWF0000K02DF,frozen_sold,0,0,Frozen
PMJWF0000K02DF,frozen_sold,1,175,Frozen
PMJWF0000K02DF,frozen_sold,2,175,Frozen
PMJWF0000K02DF,frozen_sold,3,175,Frozen
PMJWF0000K02DF,frozen_sold,4,175,Frozen
CDS010140P20DF,frozen_sold,0,0,Frozen
CDS010140P20DF,frozen_sold,1,4,Frozen
CDS010140P20DF,frozen_sold,2,4,Frozen
CDS010140P20DF,frozen_sold,3,4,Frozen
CDS010140P20DF,frozen_sold,4,4,Frozen
P3JW08100K02DF,frozen_sold,0,0,Frozen
P3JW08100K02DF,frozen_sold,1,46,Frozen
P3JW08100K02DF,frozen_sold,2,46,Frozen
P3JW08100K02DF,frozen_sold,3,46,Frozen
P3JW08100K02DF,frozen_sold,4,46,Frozen
BTH007585K04DF,frozen_sold,0,0,Frozen
BTH007585K04DF,frozen_sold,1,0,Frozen
BTH007585K04DF,frozen_sold,2,0,Frozen
BTH007585K04DF,frozen_sold,3,0,Frozen
BTH007585K04DF,frozen_sold,4,0,Frozen
BBRS2325FK06DF,frozen_sold,0,0,Frozen
BBRS2325FK06DF,frozen_sold,1,6,Frozen
BBRS2325FK06DF,frozen_sold,2,6,Frozen
BBRS2325FK06DF,frozen_sold,3,6,Frozen
BBRS2325FK06DF,frozen_sold,4,6,Frozen
CDS0J0000K02DC,fresh_production,0,0,Fresh
CDS0J0000K02DC,fresh_production,1,0,Fresh
CDS0J0000K02DC,fresh_production,2,0,Fresh
CDS0J0000K02DC,fresh_production,3,863,Fresh
CDS0J0000K02DC,fresh_production,4,783,Fresh
P3JW00BRUK02DC,fresh_production,0,0,Fresh
P3JW00BRUK02DC,fresh_production,1,0,Fresh
P3JW00BRUK02DC,fresh_production,2,0,Fresh
P3JW00BRUK02DC,fresh_production,3,0,Fresh
P3JW00BRUK02DC,fresh_production,4,0,Fresh
CKE0F0000K02DC,fresh_production,0,0,Fresh
CKE0F0000K02DC,fresh_production,1,195,Fresh
CKE0F0000K02DC,fresh_production,2,191,Fresh
CKE0F0000K02DC,fresh_production,3,775,Fresh
CKE0F0000K02DC,fresh_production,4,641,Fresh
BTHS07595P24DC,fresh_production,0,0,Fresh
BTHS07595P24DC,fresh_production,1,0,Fresh
BTHS07595P24DC,fresh_production,2,0,Fresh
BTHS07595P24DC,fresh_production,3,0,Fresh
BTHS07595P24DC,fresh_production,4,0,Fresh
PDMT04050K02DC,fresh_production,0,0,Fresh
PDMT04050K02DC,fresh_production,1,0,Fresh
PDMT04050K02DC,fresh_production,2,0,Fresh
PDMT04050K02DC,fresh_production,3,194,Fresh
PDMT04050K02DC,fresh_production,4,79,Fresh
BTH0CU020K02DC,fresh_production,0,0,Fresh
BTH0CU020K02DC,fresh_production,1,0,Fresh
BTH0CU020K02DC,fresh_production,2,0,Fresh
BTH0CU020K02DC,fresh_production,3,247,Fresh
BTH0CU020K02DC,fresh_production,4,242,Fresh
P3JW07090K02DC,fresh_production,0,0,Fresh
P3JW07090K02DC,fresh_production,1,93,Fresh
P3JW07090K02DC,fresh_production,2,97,Fresh
P3JW07090K02DC,fresh_production,3,0,Fresh
P3JW07090K02DC,fresh_production,4,0,Fresh
PMJWMF000150DC,fresh_production,0,0,Fresh
PMJWMF000150DC,fresh_production,1,105,Fresh
PMJWMF000150DC,fresh_production,2,83,Fresh
PMJWMF000150DC,fresh_production,3,137,Fresh
PMJWMF000150DC,fresh_production,4,137,Fresh
CLG026340K06DC,fresh_production,0,0,Fresh
CLG026340K06DC,fresh_production,1,500,Fresh
CLG026340K06DC,fresh_production,2,290,Fresh
CLG026340K06DC,fresh_production,3,0,Fresh
CLG026340K06DC,fresh_production,4,32,Fresh
CDS0S0000K02DC,fresh_production,0,0,Fresh
CDS0S0000K02DC,fresh_production,1,0,Fresh
CDS0S0000K02DC,fresh_production,2,0,Fresh
CDS0S0000K02DC,fresh_production,3,0,Fresh
CDS0S0000K02DC,fresh_production,4,0,Fresh
CLG022270P10DC,fresh_production,0,0,Fresh
CLG022270P10DC,fresh_production,1,129,Fresh
CLG022270P10DC,fresh_production,2,43,Fresh
CLG022270P10DC,fresh_production,3,0,Fresh
CLG022270P10DC,fresh_production,4,29,Fresh
BLGS07595P24DC,fresh_production,0,0,Fresh
BLGS07595P24DC,fresh_production,1,0,Fresh
BLGS07595P24DC,fresh_production,2,0,Fresh
BLGS07595P24DC,fresh_production,3,0,Fresh
BLGS07595P24DC,fresh_production,4,0,Fresh
CRB01924VP04DC,fresh_production,0,0,Fresh
CRB01924VP04DC,fresh_production,1,0,Fresh
CRB01924VP04DC,fresh_production,2,0,Fresh
CRB01924VP04DC,fresh_production,3,487,Fresh
CRB01924VP04DC,fresh_production,4,582,Fresh
CLG022270K06DC,fresh_production,0,0,Fresh
CLG022270K06DC,fresh_production,1,129,Fresh
CLG022270K06DC,fresh_production,2,43,Fresh
CLG022270K06DC,fresh_production,3,0,Fresh
CLG022270K06DC,fresh_production,4,0,Fresh
BBRSMF000K04DC,fresh_production,0,0,Fresh
BBRSMF000K04DC,fresh_production,1,4829,Fresh
BBRSMF000K04DC,fresh_production,2,4789,Fresh
BBRSMF000K04DC,fresh_production,3,5230,Fresh
BBRSMF000K04DC,fresh_production,4,5230,Fresh
BBR0F0000K02DC,fresh_production,0,0,Fresh
BBR0F0000K02DC,fresh_production,1,959,Fresh
BBR0F0000K02DC,fresh_production,2,320,Fresh
BBR0F0000K02DC,fresh_production,3,5230,Fresh
BBR0F0000K02DC,fresh_production,4,5230,Fresh
C3JWL0000K02DC,fresh_production,0,0,Fresh
C3JWL0000K02DC,fresh_production,1,0,Fresh
C3JWL0000K02DC,fresh_production,2,0,Fresh
C3JWL0000K02DC,fresh_production,3,396,Fresh
C3JWL0000K02DC,fresh_production,4,311,Fresh
CDS0CU000K02DC,fresh_production,0,0,Fresh
CDS0CU000K02DC,fresh_production,1,1,Fresh
CDS0CU000K02DC,fresh_production,2,3,Fresh
CDS0CU000K02DC,fresh_production,3,42,Fresh
CDS0CU000K02DC,fresh_production,4,42,Fresh
CRB015190K02DC,fresh_production,0,0,Fresh
CRB015190K02DC,fresh_production,1,0,Fresh
CRB015190K02DC,fresh_production,2,0,Fresh
CRB015190K02DC,fresh_production,3,489,Fresh
CRB015190K02DC,fresh_production,4,239,Fresh
C9PCWBM20P18DC,fresh_production,0,0,Fresh
C9PCWBM20P18DC,fresh_production,1,1,Fresh
C9PCWBM20P18DC,fresh_production,2,6,Fresh
C9PCWBM20P18DC,fresh_production,3,4717,Fresh
C9PCWBM20P18DC,fresh_production,4,3712,Fresh
BLG0F0000K02DC,fresh_production,0,0,Fresh
BLG0F0000K02DC,fresh_production,1,232,Fresh
BLG0F0000K02DC,fresh_production,2,77,Fresh
BLG0F0000K02DC,fresh_production,3,0,Fresh
BLG0F0000K02DC,fresh_production,4,0,Fresh
PDMTF0000K02DC,fresh_production,0,0,Fresh
PDMTF0000K02DC,fresh_production,1,201,Fresh
PDMTF0000K02DC,fresh_production,2,201,Fresh
PDMTF0000K02DC,fresh_production,3,222,Fresh
PDMTF0000K02DC,fresh_production,4,180,Fresh
C3JW0913VP06DC,fresh_production,0,0,Fresh
C3JW0913VP06DC,fresh_production,1,0,Fresh
C3JW0913VP06DC,fresh_production,2,0,Fresh
C3JW0913VP06DC,fresh_production,3,406,Fresh
C3JW0913VP06DC,fresh_production,4,320,Fresh
CKE01218VP04DC,fresh_production,0,0,Fresh
CKE01218VP04DC,fresh_production,1,0,Fresh
CKE01218VP04DC,fresh_production,2,0,Fresh
CKE01218VP04DC,fresh_production,3,914,Fresh
CKE01218VP04DC,fresh_production,4,780,Fresh
CRB015190K06DC,fresh_production,0,0,Fresh
CRB015190K06DC,fresh_production,1,0,Fresh
CRB015190K06DC,fresh_production,2,0,Fresh
CRB015190K06DC,fresh_production,3,568,Fresh
CRB015190K06DC,fresh_production,4,318,Fresh
CRB019240K02DC,fresh_production,0,0,Fresh
CRB019240K02DC,fresh_production,1,230,Fresh
CRB019240K02DC,fresh_production,2,225,Fresh
CRB019240K02DC,fresh_production,3,363,Fresh
CRB019240K02DC,fresh_production,4,458,Fresh
BBRSF3540K02DC,fresh_production,0,0,Fresh
BBRSF3540K02DC,fresh_production,1,0,Fresh
BBRSF3540K02DC,fresh_production,2,0,Fresh
BBRSF3540K02DC,fresh_production,3,5230,Fresh
BBRSF3540K02DC,fresh_production,4,5230,Fresh
BBRSF0000K02DC,fresh_production,0,0,Fresh
BBRSF0000K02DC,fresh_production,1,321,Fresh
BBRSF0000K02DC,fresh_production,2,133,Fresh
BBRSF0000K02DC,fresh_production,3,5230,Fresh
BBRSF0000K02DC,fresh_production,4,5230,Fresh
BCH019220K02DC,fresh_production,0,0,Fresh
BCH019220K02DC,fresh_production,1,0,Fresh
BCH019220K02DC,fresh_production,2,0,Fresh
BCH019220K02DC,fresh_production,3,0,Fresh
BCH019220K02DC,fresh_production,4,0,Fresh
CRB019240K06DC,fresh_production,0,0,Fresh
CRB019240K06DC,fresh_production,1,0,Fresh
CRB019240K06DC,fresh_production,2,0,Fresh
CRB019240K06DC,fresh_production,3,568,Fresh
CRB019240K06DC,fresh_production,4,318,Fresh
BFL0F0000K02DC,fresh_production,0,0,Fresh
BFL0F0000K02DC,fresh_production,1,463,Fresh
BFL0F0000K02DC,fresh_production,2,395,Fresh
BFL0F0000K02DC,fresh_production,3,848,Fresh
BFL0F0000K02DC,fresh_production,4,847,Fresh
CCHICU000K06DC,fresh_production,0,0,Fresh
CCHICU000K06DC,fresh_production,1,8,Fresh
CCHICU000K06DC,fresh_production,2,27,Fresh
CCHICU000K06DC,fresh_production,3,244,Fresh
CCHICU000K06DC,fresh_production,4,0,Fresh
BLGSF0000K02DC,fresh_production,0,0,Fresh
BLGSF0000K02DC,fresh_production,1,15,Fresh
BLGSF0000K02DC,fresh_production,2,6,Fresh
BLGSF0000K02DC,fresh_production,3,0,Fresh
BLGSF0000K02DC,fresh_production,4,0,Fresh
BTH005565K06DC,fresh_production,0,0,Fresh
BTH005565K06DC,fresh_production,1,0,Fresh
BTH005565K06DC,fresh_production,2,0,Fresh
BTH005565K06DC,fresh_production,3,0,Fresh
BTH005565K06DC,fresh_production,4,0,Fresh
BTHSMF02CK02DC,fresh_production,0,0,Fresh
BTHSMF02CK02DC,fresh_production,1,0,Fresh
BTHSMF02CK02DC,fresh_production,2,0,Fresh
BTHSMF02CK02DC,fresh_production,3,0,Fresh
BTHSMF02CK02DC,fresh_production,4,0,Fresh
C3JW09120K04DC,fresh_production,0,0,Fresh
C3JW09120K04DC,fresh_production,1,0,Fresh
C3JW09120K04DC,fresh_production,2,0,Fresh
C3JW09120K04DC,fresh_production,3,406,Fresh
C3JW09120K04DC,fresh_production,4,320,Fresh
BTHSMF0FFK04DC,fresh_production,0,0,Fresh
BTHSMF0FFK04DC,fresh_production,1,392,Fresh
BTHSMF0FFK04DC,fresh_production,2,131,Fresh
BTHSMF0FFK04DC,fresh_production,3,143,Fresh
BTHSMF0FFK04DC,fresh_production,4,140,Fresh
BBRS1823FK02DC,fresh_production,0,0,Fresh
BBRS1823FK02DC,fresh_production,1,0,Fresh
BBRS1823FK02DC,fresh_production,2,0,Fresh
BBRS1823FK02DC,fresh_production,3,0,Fresh
BBRS1823FK02DC,fresh_production,4,0,Fresh
C3JW09130K02DC,fresh_production,0,0,Fresh
C3JW09130K02DC,fresh_production,1,5,Fresh
C3JW09130K02DC,fresh_production,2,19,Fresh
C3JW09130K02DC,fresh_production,3,406,Fresh
C3JW09130K02DC,fresh_production,4,320,Fresh
BFL003540K02DC,fresh_production,0,0,Fresh
BFL003540K02DC,fresh_production,1,0,Fresh
BFL003540K02DC,fresh_production,2,0,Fresh
BFL003540K02DC,fresh_production,3,0,Fresh
BFL003540K02DC,fresh_production,4,0,Fresh
C3JW00BRUK02DC,fresh_production,0,0,Fresh
C3JW00BRUK02DC,fresh_production,1,0,Fresh
C3JW00BRUK02DC,fresh_production,2,0,Fresh
C3JW00BRUK02DC,fresh_production,3,341,Fresh
C3JW00BRUK02DC,fresh_production,4,256,Fresh
CTH016210K02DC,fresh_production,0,0,Fresh
CTH016210K02DC,fresh_production,1,0,Fresh
CTH016210K02DC,fresh_production,2,0,Fresh
CTH016210K02DC,fresh_production,3,1115,Fresh
CTH016210K02DC,fresh_production,4,999,Fresh
CDS010140K02DC,fresh_production,0,0,Fresh
CDS010140K02DC,fresh_production,1,345,Fresh
CDS010140K02DC,fresh_production,2,195,Fresh
CDS010140K02DC,fresh_production,3,756,Fresh
CDS010140K02DC,fresh_production,4,676,Fresh
CDS008110K02DC,fresh_production,0,0,Fresh
CDS008110K02DC,fresh_production,1,820,Fresh
CDS008110K02DC,fresh_production,2,643,Fresh
CDS008110K02DC,fresh_production,3,766,Fresh
CDS008110K02DC,fresh_production,4,679,Fresh
CDS01014VP06DC,fresh_production,0,0,Fresh
CDS01014VP06DC,fresh_production,1,0,Fresh
CDS01014VP06DC,fresh_production,2,0,Fresh
CDS01014VP06DC,fresh_production,3,863,Fresh
CDS01014VP06DC,fresh_production,4,783,Fresh
CCHICU000K02DC,fresh_production,0,0,Fresh
CCHICU000K02DC,fresh_production,1,8,Fresh
CCHICU000K02DC,fresh_production,2,27,Fresh
CCHICU000K02DC,fresh_production,3,293,Fresh
CCHICU000K02DC,fresh_production,4,291,Fresh
PDMTMF000150DC,fresh_production,0,0,Fresh
PDMTMF000150DC,fresh_production,1,201,Fresh
PDMTMF000150DC,fresh_production,2,201,Fresh
PDMTMF000150DC,fresh_production,3,222,Fresh
PDMTMF000150DC,fresh_production,4,222,Fresh
CTH013160K02DC,fresh_production,0,0,Fresh
CTH013160K02DC,fresh_production,1,486,Fresh
CTH013160K02DC,fresh_production,2,359,Fresh
CTH013160K02DC,fresh_production,3,578,Fresh
CTH013160K02DC,fresh_production,4,267,Fresh
C3JW07100K02DC,fresh_production,0,0,Fresh
C3JW07100K02DC,fresh_production,1,0,Fresh
C3JW07100K02DC,fresh_production,2,0,Fresh
C3JW07100K02DC,fresh_production,3,175,Fresh
C3JW07100K02DC,fresh_production,4,175,Fresh
BBRS07595P24DC,fresh_production,0,0,Fresh
BBRS07595P24DC,fresh_production,1,0,Fresh
BBRS07595P24DC,fresh_production,2,0,Fresh
BBRS07595P24DC,fresh_production,3,5230,Fresh
BBRS07595P24DC,fresh_production,4,5230,Fresh
BTHSF0000K02DC,fresh_production,0,0,Fresh
BTHSF0000K02DC,fresh_production,1,5,Fresh
BTHSF0000K02DC,fresh_production,2,1,Fresh
BTHSF0000K02DC,fresh_production,3,143,Fresh
BTHSF0000K02DC,fresh_production,4,140,Fresh
CTH015180P12DC,fresh_production,0,0,Fresh
CTH015180P12DC,fresh_production,1,0,Fresh
CTH015180P12DC,fresh_production,2,0,Fresh
CTH015180P12DC,fresh_production,3,711,Fresh
CTH015180P12DC,fresh_production,4,595,Fresh
BBRS1821FK02DC,fresh_production,0,0,Fresh
BBRS1821FK02DC,fresh_production,1,0,Fresh
BBRS1821FK02DC,fresh_production,2,0,Fresh
BBRS1821FK02DC,fresh_production,3,0,Fresh
BBRS1821FK02DC,fresh_production,4,0,Fresh
C9PCGCH00P18DC,fresh_production,0,0,Fresh
C9PCGCH00P18DC,fresh_production,1,0,Fresh
C9PCGCH00P18DC,fresh_production,2,0,Fresh
C9PCGCH00P18DC,fresh_production,3,1930,Fresh
C9PCGCH00P18DC,fresh_production,4,309,Fresh
CTH01621VP04DC,fresh_production,0,0,Fresh
CTH01621VP04DC,fresh_production,1,0,Fresh
CTH01621VP04DC,fresh_production,2,0,Fresh
CTH01621VP04DC,fresh_production,3,1114,Fresh
CTH01621VP04DC,fresh_production,4,998,Fresh
C4PC00000P08DC,fresh_production,0,0,Fresh
C4PC00000P08DC,fresh_production,1,339,Fresh
C4PC00000P08DC,fresh_production,2,1017,Fresh
C4PC00000P08DC,fresh_production,3,0,Fresh
C4PC00000P08DC,fresh_production,4,0,Fresh
C9PC00000P18DC,fresh_production,0,0,Fresh
C9PC00000P18DC,fresh_production,1,0,Fresh
C9PC00000P18DC,fresh_production,2,0,Fresh
C9PC00000P18DC,fresh_production,3,3683,Fresh
C9PC00000P18DC,fresh_production,4,2062,Fresh
BTHSMF000K04DC,fresh_production,0,0,Fresh
BTHSMF000K04DC,fresh_production,1,392,Fresh
BTHSMF000K04DC,fresh_production,2,131,Fresh
BTHSMF000K04DC,fresh_production,3,3,Fresh
BTHSMF000K04DC,fresh_production,4,10,Fresh
CBRSH2332P10DC,fresh_production,0,0,Fresh
CBRSH2332P10DC,fresh_production,1,7470,Fresh
CBRSH2332P10DC,fresh_production,2,5433,Fresh
CBRSH2332P10DC,fresh_production,3,1244,Fresh
CBRSH2332P10DC,fresh_production,4,2146,Fresh
BTH009100K06DC,fresh_production,0,0,Fresh
BTH009100K06DC,fresh_production,1,0,Fresh
BTH009100K06DC,fresh_production,2,0,Fresh
BTH009100K06DC,fresh_production,3,0,Fresh
BTH009100K06DC,fresh_production,4,0,Fresh
CTH016190K02DC,fresh_production,0,0,Fresh
CTH016190K02DC,fresh_production,1,0,Fresh
CTH016190K02DC,fresh_production,2,0,Fresh
CTH016190K02DC,fresh_production,3,900,Fresh
CTH016190K02DC,fresh_production,4,784,Fresh
BTH0F0000K02DC,fresh_production,0,0,Fresh
BTH0F0000K02DC,fresh_production,1,0,Fresh
BTH0F0000K02DC,fresh_production,2,0,Fresh
BTH0F0000K02DC,fresh_production,3,247,Fresh
BTH0F0000K02DC,fresh_production,4,242,Fresh
BLG018230K02DC,fresh_production,0,0,Fresh
BLG018230K02DC,fresh_production,1,0,Fresh
BLG018230K02DC,fresh_production,2,0,Fresh
BLG018230K02DC,fresh_production,3,0,Fresh
BLG018230K02DC,fresh_production,4,0,Fresh
BBRS16180K05DC,fresh_production,0,0,Fresh
BBRS16180K05DC,fresh_production,1,0,Fresh
BBRS16180K05DC,fresh_production,2,0,Fresh
BBRS16180K05DC,fresh_production,3,0,Fresh
BBRS16180K05DC,fresh_production,4,0,Fresh
PMJWF0000K02DC,fresh_production,0,0,Fresh
PMJWF0000K02DC,fresh_production,1,12,Fresh
PMJWF0000K02DC,fresh_production,2,4,Fresh
PMJWF0000K02DC,fresh_production,3,0,Fresh
PMJWF0000K02DC,fresh_production,4,0,Fresh
CDS010140P20DC,fresh_production,0,0,Fresh
CDS010140P20DC,fresh_production,1,68,Fresh
CDS010140P20DC,fresh_production,2,23,Fresh
CDS010140P20DC,fresh_production,3,863,Fresh
CDS010140P20DC,fresh_production,4,783,Fresh
P3JW08100K02DC,fresh_production,0,0,Fresh
P3JW08100K02DC,fresh_production,1,93,Fresh
P3JW08100K02DC,fresh_production,2,97,Fresh
P3JW08100K02DC,fresh_production,3,97,Fresh
P3JW08100K02DC,fresh_production,4,97,Fresh
BTH007585K04DC,fresh_production,0,0,Fresh
BTH007585K04DC,fresh_production,1,247,Fresh
BTH007585K04DC,fresh_production,2,247,Fresh
BTH007585K04DC,fresh_production,3,247,Fresh
BTH007585K04DC,fresh_production,4,242,Fresh
BBRS2325FK06DC,fresh_production,0,0,Fresh
BBRS2325FK06DC,fresh_production,1,0,Fresh
BBRS2325FK06DC,fresh_production,2,0,Fresh
BBRS2325FK06DC,fresh_production,3,0,Fresh
BBRS2325FK06DC,fresh_production,4,0,Fresh
CDS0J0000K02DC,unsatisfied_fresh,0,0,Fresh
