Products,ProdType,keyfigure,Days,Value,Priority
PDMTMF000150DC,Fresh,unsatisfied_fresh,2,0.0,3.0
PDMTMF000150DC,Fresh,unsatisfied_fresh,3,0.0,3.0
PDMTMF000150DC,Fresh,unsatisfied_fresh,4,0.0,3.0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORC9MDSP18DC,Fresh,unsatisfied_fresh,0,0.0,3.0
MPORC9MDSP18DC,Fresh,unsatisfied_fresh,1,0.0,3.0
MPORC9MDSP18DC,Fresh,unsatisfied_fresh,2,0.0,3.0
MPORC9MDSP18DC,Fresh,unsatisfied_fresh,3,0.0,3.0
MPORC9MDSP18DC,Fresh,unsatisfied_fresh,4,0.0,3.0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWNDORP01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWNDORP01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWNDORP01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWNDORP01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWNDORP01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
PDMTF0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
PDMTF0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
PDMTF0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
PDMTF0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
PDMTF0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,4,0.0,2.0
WNC03P000P03DC,Fresh,unsatisfied_fresh,0,0.0,2.0
WNC03P000P03DC,Fresh,unsatisfied_fresh,1,0.0,2.0
WNC03P000P03DC,Fresh,unsatisfied_fresh,2,0.0,2.0
WNC03P000P03DC,Fresh,unsatisfied_fresh,3,0.0,2.0
WNC03P000P03DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWBPM1P01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWBPM1P01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWBPM1P01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWBPM1P01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWBPM1P01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CRB015190K06DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CRB015190K06DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CRB015190K06DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CRB015190K06DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CRB015190K06DC,Fresh,unsatisfied_fresh,4,0.0,2.0
WBM1SP000P01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
WBM1SP000P01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
WBM1SP000P01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
WBM1SP000P01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
WBM1SP000P01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CRB019240K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CRB019240K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CRB019240K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CRB019240K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CRB019240K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWBPM1P02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWBPM1P02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWBPM1P02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWBPM1P02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWBPM1P02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWM1HSP02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWM1HSP02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWM1HSP02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWM1HSP02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWM1HSP02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
WBL1BP000P10DC,Fresh,unsatisfied_fresh,0,0.0,3.0
WBL1BP000P10DC,Fresh,unsatisfied_fresh,1,0.0,3.0
WBL1BP000P10DC,Fresh,unsatisfied_fresh,2,0.0,3.0
WBL1BP000P10DC,Fresh,unsatisfied_fresh,3,0.0,3.0
WBL1BP000P10DC,Fresh,unsatisfied_fresh,4,0.0,3.0
MPORWNDORP04DC,Fresh,unsatisfied_fresh,0,0.0,3.0
MPORWNDORP04DC,Fresh,unsatisfied_fresh,1,0.0,3.0
MPORWNDORP04DC,Fresh,unsatisfied_fresh,2,0.0,3.0
MPORWNDORP04DC,Fresh,unsatisfied_fresh,3,0.0,3.0
MPORWNDORP04DC,Fresh,unsatisfied_fresh,4,0.0,3.0
BLG018230K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BLG018230K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BLG018230K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BLG018230K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BLG018230K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CRB019240K06DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CRB019240K06DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CRB019240K06DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CRB019240K06DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CRB019240K06DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CCHICU000K06DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CCHICU000K06DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CCHICU000K06DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CCHICU000K06DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CCHICU000K06DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BTH005565K06DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BTH005565K06DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BTH005565K06DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BTH005565K06DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BTH005565K06DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CKE01218VP04DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CKE01218VP04DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CKE01218VP04DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CKE01218VP04DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CKE01218VP04DC,Fresh,unsatisfied_fresh,4,0.0,2.0
WBM2SP000P01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
WBM2SP000P01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
WBM2SP000P01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
WBM2SP000P01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
WBM2SP000P01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWKRBPP02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWKRBPP02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWKRBPP02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWKRBPP02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWKRBPP02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWM1HSRETDC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWM1HSRETDC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWM1HSRETDC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWM1HSRETDC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWM1HSRETDC,Fresh,unsatisfied_fresh,4,0.0,2.0
C3JW09120K04DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C3JW09120K04DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C3JW09120K04DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C3JW09120K04DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C3JW09120K04DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,0,0.0,3.0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,1,0.0,3.0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,2,0.0,3.0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,3,0.0,3.0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,4,0.0,3.0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
WBM1BP000P10DC,Fresh,unsatisfied_fresh,0,0.0,2.0
WBM1BP000P10DC,Fresh,unsatisfied_fresh,1,0.0,2.0
WBM1BP000P10DC,Fresh,unsatisfied_fresh,2,0.0,2.0
WBM1BP000P10DC,Fresh,unsatisfied_fresh,3,0.0,2.0
WBM1BP000P10DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWKR00P02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWKR00P02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWKR00P02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWKR00P02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWKR00P02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWM1BPP02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWM1BPP02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWM1BPP02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWM1BPP02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWM1BPP02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
C3JW09130K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C3JW09130K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C3JW09130K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C3JW09130K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C3JW09130K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BFL003540K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BFL003540K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BFL003540K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BFL003540K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BFL003540K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CDS010140P20DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CDS010140P20DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CDS010140P20DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CDS010140P20DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CDS010140P20DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWNDORP02DC,Fresh,unsatisfied_fresh,0,0.0,3.0
MPORWNDORP02DC,Fresh,unsatisfied_fresh,1,0.0,3.0
MPORWNDORP02DC,Fresh,unsatisfied_fresh,2,0.0,3.0
MPORWNDORP02DC,Fresh,unsatisfied_fresh,3,0.0,3.0
MPORWNDORP02DC,Fresh,unsatisfied_fresh,4,0.0,3.0
CTH016210K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CTH016210K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CTH016210K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CTH016210K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CTH016210K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CDS010140K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CDS010140K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CDS010140K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CDS010140K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CDS010140K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
WBM1SP0JDP01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
WBM1SP0JDP01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
WBM1SP0JDP01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
WBM1SP0JDP01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
WBM1SP0JDP01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
WBM2BP000P10DC,Fresh,unsatisfied_fresh,0,0.0,3.0
WBM2BP000P10DC,Fresh,unsatisfied_fresh,1,0.0,3.0
WBM2BP000P10DC,Fresh,unsatisfied_fresh,2,0.0,3.0
WBM2BP000P10DC,Fresh,unsatisfied_fresh,3,0.0,3.0
WBM2BP000P10DC,Fresh,unsatisfied_fresh,4,0.0,3.0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CDS01014VP06DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CDS01014VP06DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CDS01014VP06DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CDS01014VP06DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CDS01014VP06DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CCHICU000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CCHICU000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CCHICU000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CCHICU000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CCHICU000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORC9MD0P18DC,Fresh,unsatisfied_fresh,0,0.0,3.0
MPORC9MD0P18DC,Fresh,unsatisfied_fresh,1,0.0,3.0
MPORC9MD0P18DC,Fresh,unsatisfied_fresh,2,0.0,3.0
MPORC9MD0P18DC,Fresh,unsatisfied_fresh,3,0.0,3.0
MPORC9MD0P18DC,Fresh,unsatisfied_fresh,4,0.0,3.0
CRB015190K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CRB015190K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CRB015190K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CRB015190K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CRB015190K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CTH013160K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CTH013160K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CTH013160K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CTH013160K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CTH013160K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
C3JW07100K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C3JW07100K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C3JW07100K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C3JW07100K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C3JW07100K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWHYM1P01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWHYM1P01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWHYM1P01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWHYM1P01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWHYM1P01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWHYM1P02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWHYM1P02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWHYM1P02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWHYM1P02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWHYM1P02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWKR00P10DC,Fresh,unsatisfied_fresh,0,0.0,3.0
MPORWKR00P10DC,Fresh,unsatisfied_fresh,1,0.0,3.0
MPORWKR00P10DC,Fresh,unsatisfied_fresh,2,0.0,3.0
MPORWKR00P10DC,Fresh,unsatisfied_fresh,3,0.0,3.0
MPORWKR00P10DC,Fresh,unsatisfied_fresh,4,0.0,3.0
MPORWM1HYP02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWM1HYP02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWM1HYP02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWM1HYP02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWM1HYP02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWM4BPRETDC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWM4BPRETDC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWM4BPRETDC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWM4BPRETDC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWM4BPRETDC,Fresh,unsatisfied_fresh,4,0.0,2.0
CTH015180P12DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CTH015180P12DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CTH015180P12DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CTH015180P12DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CTH015180P12DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWMHM1P02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWMHM1P02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWMHM1P02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWMHM1P02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWMHM1P02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
C4PC00000P08DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C4PC00000P08DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C4PC00000P08DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C4PC00000P08DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C4PC00000P08DC,Fresh,unsatisfied_fresh,4,0.0,2.0
C9PC00000P18DC,Fresh,unsatisfied_fresh,0,0.0,2.0
C9PC00000P18DC,Fresh,unsatisfied_fresh,1,0.0,2.0
C9PC00000P18DC,Fresh,unsatisfied_fresh,2,0.0,2.0
C9PC00000P18DC,Fresh,unsatisfied_fresh,3,0.0,2.0
C9PC00000P18DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,0,0.0,3.0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,1,0.0,3.0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,2,0.0,3.0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,3,0.0,3.0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,4,0.0,3.0
MPORWHSM1P01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWHSM1P01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWHSM1P01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWHSM1P01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWHSM1P01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWMHM1P01DC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWMHM1P01DC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWMHM1P01DC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWMHM1P01DC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWMHM1P01DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWM1HYRETDC,Fresh,unsatisfied_fresh,0,0.0,2.0
MPORWM1HYRETDC,Fresh,unsatisfied_fresh,1,0.0,2.0
MPORWM1HYRETDC,Fresh,unsatisfied_fresh,2,0.0,2.0
MPORWM1HYRETDC,Fresh,unsatisfied_fresh,3,0.0,2.0
MPORWM1HYRETDC,Fresh,unsatisfied_fresh,4,0.0,2.0
BTH009100K06DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BTH009100K06DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BTH009100K06DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BTH009100K06DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BTH009100K06DC,Fresh,unsatisfied_fresh,4,0.0,2.0
CTH016190K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
CTH016190K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
CTH016190K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
CTH016190K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
CTH016190K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWKRBPP10DC,Fresh,unsatisfied_fresh,0,0.0,3.0
MPORWKRBPP10DC,Fresh,unsatisfied_fresh,1,0.0,3.0
MPORWKRBPP10DC,Fresh,unsatisfied_fresh,2,0.0,3.0
MPORWKRBPP10DC,Fresh,unsatisfied_fresh,3,0.0,3.0
MPORWKRBPP10DC,Fresh,unsatisfied_fresh,4,0.0,3.0
BBRS16180K05DC,Fresh,unsatisfied_fresh,0,0.0,2.0
BBRS16180K05DC,Fresh,unsatisfied_fresh,1,0.0,2.0
BBRS16180K05DC,Fresh,unsatisfied_fresh,2,0.0,2.0
BBRS16180K05DC,Fresh,unsatisfied_fresh,3,0.0,2.0
BBRS16180K05DC,Fresh,unsatisfied_fresh,4,0.0,2.0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,0,0.0,2.0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,1,0.0,2.0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,2,0.0,2.0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,3,0.0,2.0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,4,0.0,2.0
MPORWKRMXP10DC,Fresh,unsatisfied_fresh,0,0.0,3.0
