Products,ProdType,keyfigure,Days,Value
BTH005565K06DF,Frozen,frozen_sold,1,17
BTH005565K06DF,Frozen,frozen_sold,2,17
BTH005565K06DF,Frozen,frozen_sold,3,17
BTH005565K06DF,Frozen,frozen_sold,4,17
BTHSMF02CK02DF,Frozen,frozen_sold,0,0
BTHSMF02CK02DF,Frozen,frozen_sold,1,687
BTHSMF02CK02DF,Frozen,frozen_sold,2,687
BTHSMF02CK02DF,Frozen,frozen_sold,3,687
BTHSMF02CK02DF,Frozen,frozen_sold,4,687
C3JW09120K04DF,Frozen,frozen_sold,0,0
C3JW09120K04DF,Frozen,frozen_sold,1,3
C3JW09120K04DF,Frozen,frozen_sold,2,3
C3JW09120K04DF,Frozen,frozen_sold,3,3
C3JW09120K04DF,Frozen,frozen_sold,4,3
BTHSMF0FFK04DF,Frozen,frozen_sold,0,0
BTHSMF0FFK04DF,Frozen,frozen_sold,1,0
BTHSMF0FFK04DF,Frozen,frozen_sold,2,0
BTHSMF0FFK04DF,Frozen,frozen_sold,3,0
BTHSMF0FFK04DF,Frozen,frozen_sold,4,0
BBRS1823FK02DF,Frozen,frozen_sold,0,0
BBRS1823FK02DF,Frozen,frozen_sold,1,200
BBRS1823FK02DF,Frozen,frozen_sold,2,200
BBRS1823FK02DF,Frozen,frozen_sold,3,200
BBRS1823FK02DF,Frozen,frozen_sold,4,200
C3JW09130K02DF,Frozen,frozen_sold,0,0
C3JW09130K02DF,Frozen,frozen_sold,1,572
C3JW09130K02DF,Frozen,frozen_sold,2,572
C3JW09130K02DF,Frozen,frozen_sold,3,572
C3JW09130K02DF,Frozen,frozen_sold,4,572
BFL003540K02DF,Frozen,frozen_sold,0,0
BFL003540K02DF,Frozen,frozen_sold,1,78
BFL003540K02DF,Frozen,frozen_sold,2,78
BFL003540K02DF,Frozen,frozen_sold,3,78
BFL003540K02DF,Frozen,frozen_sold,4,78
C3JW00BRUK02DF,Frozen,frozen_sold,0,0
C3JW00BRUK02DF,Frozen,frozen_sold,1,240
C3JW00BRUK02DF,Frozen,frozen_sold,2,240
C3JW00BRUK02DF,Frozen,frozen_sold,3,240
C3JW00BRUK02DF,Frozen,frozen_sold,4,240
CTH016210K02DF,Frozen,frozen_sold,0,0
CTH016210K02DF,Frozen,frozen_sold,1,444
CTH016210K02DF,Frozen,frozen_sold,2,444
CTH016210K02DF,Frozen,frozen_sold,3,444
CTH016210K02DF,Frozen,frozen_sold,4,444
CDS010140K02DF,Frozen,frozen_sold,0,0
CDS010140K02DF,Frozen,frozen_sold,1,107
CDS010140K02DF,Frozen,frozen_sold,2,107
CDS010140K02DF,Frozen,frozen_sold,3,107
CDS010140K02DF,Frozen,frozen_sold,4,107
CDS008110K02DF,Frozen,frozen_sold,0,0
CDS008110K02DF,Frozen,frozen_sold,1,146
CDS008110K02DF,Frozen,frozen_sold,2,146
CDS008110K02DF,Frozen,frozen_sold,3,146
CDS008110K02DF,Frozen,frozen_sold,4,146
CDS01014VP06DF,Frozen,frozen_sold,0,0
CDS01014VP06DF,Frozen,frozen_sold,1,6
CDS01014VP06DF,Frozen,frozen_sold,2,6
CDS01014VP06DF,Frozen,frozen_sold,3,6
CDS01014VP06DF,Frozen,frozen_sold,4,6
CCHICU000K02DF,Frozen,frozen_sold,0,0
CCHICU000K02DF,Frozen,frozen_sold,1,0
CCHICU000K02DF,Frozen,frozen_sold,2,0
CCHICU000K02DF,Frozen,frozen_sold,3,0
CCHICU000K02DF,Frozen,frozen_sold,4,0
PDMTMF000150DF,Frozen,frozen_sold,0,0
PDMTMF000150DF,Frozen,frozen_sold,1,0
PDMTMF000150DF,Frozen,frozen_sold,2,0
PDMTMF000150DF,Frozen,frozen_sold,3,0
PDMTMF000150DF,Frozen,frozen_sold,4,0
CTH013160K02DF,Frozen,frozen_sold,0,0
CTH013160K02DF,Frozen,frozen_sold,1,177
CTH013160K02DF,Frozen,frozen_sold,2,177
CTH013160K02DF,Frozen,frozen_sold,3,177
CTH013160K02DF,Frozen,frozen_sold,4,177
C3JW07100K02DF,Frozen,frozen_sold,0,0
C3JW07100K02DF,Frozen,frozen_sold,1,321
C3JW07100K02DF,Frozen,frozen_sold,2,321
C3JW07100K02DF,Frozen,frozen_sold,3,321
C3JW07100K02DF,Frozen,frozen_sold,4,321
BBRS07595P24DF,Frozen,frozen_sold,0,0
BBRS07595P24DF,Frozen,frozen_sold,1,365
BBRS07595P24DF,Frozen,frozen_sold,2,365
BBRS07595P24DF,Frozen,frozen_sold,3,365
BBRS07595P24DF,Frozen,frozen_sold,4,365
BTHSF0000K02DF,Frozen,frozen_sold,0,0
BTHSF0000K02DF,Frozen,frozen_sold,1,52
BTHSF0000K02DF,Frozen,frozen_sold,2,52
BTHSF0000K02DF,Frozen,frozen_sold,3,52
BTHSF0000K02DF,Frozen,frozen_sold,4,52
CTH015180P12DF,Frozen,frozen_sold,0,0
CTH015180P12DF,Frozen,frozen_sold,1,404
CTH015180P12DF,Frozen,frozen_sold,2,404
CTH015180P12DF,Frozen,frozen_sold,3,404
CTH015180P12DF,Frozen,frozen_sold,4,404
BBRS1821FK02DF,Frozen,frozen_sold,0,0
BBRS1821FK02DF,Frozen,frozen_sold,1,71
BBRS1821FK02DF,Frozen,frozen_sold,2,71
BBRS1821FK02DF,Frozen,frozen_sold,3,71
BBRS1821FK02DF,Frozen,frozen_sold,4,71
C9PCGCH00P18DF,Frozen,frozen_sold,0,0
C9PCGCH00P18DF,Frozen,frozen_sold,1,1753
C9PCGCH00P18DF,Frozen,frozen_sold,2,1753
C9PCGCH00P18DF,Frozen,frozen_sold,3,1753
C9PCGCH00P18DF,Frozen,frozen_sold,4,1753
CTH01621VP04DF,Frozen,frozen_sold,0,0
CTH01621VP04DF,Frozen,frozen_sold,1,1
CTH01621VP04DF,Frozen,frozen_sold,2,1
CTH01621VP04DF,Frozen,frozen_sold,3,1
CTH01621VP04DF,Frozen,frozen_sold,4,1
C4PC00000P08DF,Frozen,frozen_sold,0,0
C4PC00000P08DF,Frozen,frozen_sold,1,0
C4PC00000P08DF,Frozen,frozen_sold,2,0
C4PC00000P08DF,Frozen,frozen_sold,3,0
C4PC00000P08DF,Frozen,frozen_sold,4,0
C9PC00000P18DF,Frozen,frozen_sold,0,0
C9PC00000P18DF,Frozen,frozen_sold,1,0
C9PC00000P18DF,Frozen,frozen_sold,2,0
C9PC00000P18DF,Frozen,frozen_sold,3,0
C9PC00000P18DF,Frozen,frozen_sold,4,0
BTHSMF000K04DF,Frozen,frozen_sold,0,0
BTHSMF000K04DF,Frozen,frozen_sold,1,135
BTHSMF000K04DF,Frozen,frozen_sold,2,135
BTHSMF000K04DF,Frozen,frozen_sold,3,135
BTHSMF000K04DF,Frozen,frozen_sold,4,135
CBRSH2332P10DF,Frozen,frozen_sold,0,0
CBRSH2332P10DF,Frozen,frozen_sold,1,338
CBRSH2332P10DF,Frozen,frozen_sold,2,338
CBRSH2332P10DF,Frozen,frozen_sold,3,338
CBRSH2332P10DF,Frozen,frozen_sold,4,338
BTH009100K06DF,Frozen,frozen_sold,0,0
BTH009100K06DF,Frozen,frozen_sold,1,302
BTH009100K06DF,Frozen,frozen_sold,2,302
BTH009100K06DF,Frozen,frozen_sold,3,302
BTH009100K06DF,Frozen,frozen_sold,4,302
CTH016190K02DF,Frozen,frozen_sold,0,0
CTH016190K02DF,Frozen,frozen_sold,1,215
CTH016190K02DF,Frozen,frozen_sold,2,215
CTH016190K02DF,Frozen,frozen_sold,3,215
CTH016190K02DF,Frozen,frozen_sold,4,215
BTH0F0000K02DF,Frozen,frozen_sold,0,0
BTH0F0000K02DF,Frozen,frozen_sold,1,0
BTH0F0000K02DF,Frozen,frozen_sold,2,0
BTH0F0000K02DF,Frozen,frozen_sold,3,0
BTH0F0000K02DF,Frozen,frozen_sold,4,0
BLG018230K02DF,Frozen,frozen_sold,0,0
BLG018230K02DF,Frozen,frozen_sold,1,153
BLG018230K02DF,Frozen,frozen_sold,2,153
BLG018230K02DF,Frozen,frozen_sold,3,153
BLG018230K02DF,Frozen,frozen_sold,4,153
BBRS16180K05DF,Frozen,frozen_sold,0,0
BBRS16180K05DF,Frozen,frozen_sold,1,81
BBRS16180K05DF,Frozen,frozen_sold,2,81
BBRS16180K05DF,Frozen,frozen_sold,3,81
BBRS16180K05DF,Frozen,frozen_sold,4,81
PMJWF0000K02DF,Frozen,frozen_sold,0,0
PMJWF0000K02DF,Frozen,frozen_sold,1,175
PMJWF0000K02DF,Frozen,frozen_sold,2,175
PMJWF0000K02DF,Frozen,frozen_sold,3,175
PMJWF0000K02DF,Frozen,frozen_sold,4,175
CDS010140P20DF,Frozen,frozen_sold,0,0
CDS010140P20DF,Frozen,frozen_sold,1,4
CDS010140P20DF,Frozen,frozen_sold,2,4
CDS010140P20DF,Frozen,frozen_sold,3,4
CDS010140P20DF,Frozen,frozen_sold,4,4
P3JW08100K02DF,Frozen,frozen_sold,0,0
P3JW08100K02DF,Frozen,frozen_sold,1,46
P3JW08100K02DF,Frozen,frozen_sold,2,46
P3JW08100K02DF,Frozen,frozen_sold,3,46
P3JW08100K02DF,Frozen,frozen_sold,4,46
BTH007585K04DF,Frozen,frozen_sold,0,0
BTH007585K04DF,Frozen,frozen_sold,1,0
BTH007585K04DF,Frozen,frozen_sold,2,0
BTH007585K04DF,Frozen,frozen_sold,3,0
BTH007585K04DF,Frozen,frozen_sold,4,0
BBRS2325FK06DF,Frozen,frozen_sold,0,0
BBRS2325FK06DF,Frozen,frozen_sold,1,6
BBRS2325FK06DF,Frozen,frozen_sold,2,6
BBRS2325FK06DF,Frozen,frozen_sold,3,6
BBRS2325FK06DF,Frozen,frozen_sold,4,6
CDS0J0000K02DC,Fresh,fresh_production,0,0
CDS0J0000K02DC,Fresh,fresh_production,1,0
CDS0J0000K02DC,Fresh,fresh_production,2,0
CDS0J0000K02DC,Fresh,fresh_production,3,0
CDS0J0000K02DC,Fresh,fresh_production,4,0
P3JW00BRUK02DC,Fresh,fresh_production,0,0
P3JW00BRUK02DC,Fresh,fresh_production,1,0
P3JW00BRUK02DC,Fresh,fresh_production,2,0
P3JW00BRUK02DC,Fresh,fresh_production,3,0
P3JW00BRUK02DC,Fresh,fresh_production,4,0
CKE0F0000K02DC,Fresh,fresh_production,0,0
CKE0F0000K02DC,Fresh,fresh_production,1,195
CKE0F0000K02DC,Fresh,fresh_production,2,249
CKE0F0000K02DC,Fresh,fresh_production,3,142
CKE0F0000K02DC,Fresh,fresh_production,4,193
BTHS07595P24DC,Fresh,fresh_production,0,0
BTHS07595P24DC,Fresh,fresh_production,1,0
BTHS07595P24DC,Fresh,fresh_production,2,0
BTHS07595P24DC,Fresh,fresh_production,3,0
BTHS07595P24DC,Fresh,fresh_production,4,0
PDMT04050K02DC,Fresh,fresh_production,0,0
PDMT04050K02DC,Fresh,fresh_production,1,0
PDMT04050K02DC,Fresh,fresh_production,2,0
PDMT04050K02DC,Fresh,fresh_production,3,0
PDMT04050K02DC,Fresh,fresh_production,4,0
BTH0CU020K02DC,Fresh,fresh_production,0,0
BTH0CU020K02DC,Fresh,fresh_production,1,0
BTH0CU020K02DC,Fresh,fresh_production,2,0
BTH0CU020K02DC,Fresh,fresh_production,3,0
BTH0CU020K02DC,Fresh,fresh_production,4,0
P3JW07090K02DC,Fresh,fresh_production,0,0
P3JW07090K02DC,Fresh,fresh_production,1,47
P3JW07090K02DC,Fresh,fresh_production,2,47
P3JW07090K02DC,Fresh,fresh_production,3,47
P3JW07090K02DC,Fresh,fresh_production,4,47
PMJWMF000150DC,Fresh,fresh_production,0,0
PMJWMF000150DC,Fresh,fresh_production,1,70
PMJWMF000150DC,Fresh,fresh_production,2,55
PMJWMF000150DC,Fresh,fresh_production,3,71
PMJWMF000150DC,Fresh,fresh_production,4,71
CLG026340K06DC,Fresh,fresh_production,0,0
CLG026340K06DC,Fresh,fresh_production,1,276
CLG026340K06DC,Fresh,fresh_production,2,276
CLG026340K06DC,Fresh,fresh_production,3,139
CLG026340K06DC,Fresh,fresh_production,4,129
CDS0S0000K02DC,Fresh,fresh_production,0,0
CDS0S0000K02DC,Fresh,fresh_production,1,0
CDS0S0000K02DC,Fresh,fresh_production,2,0
CDS0S0000K02DC,Fresh,fresh_production,3,0
CDS0S0000K02DC,Fresh,fresh_production,4,0
CLG022270P10DC,Fresh,fresh_production,0,0
CLG022270P10DC,Fresh,fresh_production,1,50
CLG022270P10DC,Fresh,fresh_production,2,50
CLG022270P10DC,Fresh,fresh_production,3,50
CLG022270P10DC,Fresh,fresh_production,4,50
BLGS07595P24DC,Fresh,fresh_production,0,0
BLGS07595P24DC,Fresh,fresh_production,1,0
BLGS07595P24DC,Fresh,fresh_production,2,0
BLGS07595P24DC,Fresh,fresh_production,3,0
BLGS07595P24DC,Fresh,fresh_production,4,0
CRB01924VP04DC,Fresh,fresh_production,0,0
CRB01924VP04DC,Fresh,fresh_production,1,0
CRB01924VP04DC,Fresh,fresh_production,2,0
CRB01924VP04DC,Fresh,fresh_production,3,0
CRB01924VP04DC,Fresh,fresh_production,4,0
CLG022270K06DC,Fresh,fresh_production,0,0
CLG022270K06DC,Fresh,fresh_production,1,50
CLG022270K06DC,Fresh,fresh_production,2,50
CLG022270K06DC,Fresh,fresh_production,3,50
CLG022270K06DC,Fresh,fresh_production,4,22
BBRSMF000K04DC,Fresh,fresh_production,0,0
BBRSMF000K04DC,Fresh,fresh_production,1,4579
BBRSMF000K04DC,Fresh,fresh_production,2,4523
BBRSMF000K04DC,Fresh,fresh_production,3,4723
BBRSMF000K04DC,Fresh,fresh_production,4,4811
BBR0F0000K02DC,Fresh,fresh_production,0,0
BBR0F0000K02DC,Fresh,fresh_production,1,404
BBR0F0000K02DC,Fresh,fresh_production,2,372
BBR0F0000K02DC,Fresh,fresh_production,3,182
BBR0F0000K02DC,Fresh,fresh_production,4,320
C3JWL0000K02DC,Fresh,fresh_production,0,0
C3JWL0000K02DC,Fresh,fresh_production,1,0
C3JWL0000K02DC,Fresh,fresh_production,2,0
C3JWL0000K02DC,Fresh,fresh_production,3,0
C3JWL0000K02DC,Fresh,fresh_production,4,0
CDS0CU000K02DC,Fresh,fresh_production,0,0
CDS0CU000K02DC,Fresh,fresh_production,1,1
CDS0CU000K02DC,Fresh,fresh_production,2,2
CDS0CU000K02DC,Fresh,fresh_production,3,1
CDS0CU000K02DC,Fresh,fresh_production,4,0
CRB015190K02DC,Fresh,fresh_production,0,0
CRB015190K02DC,Fresh,fresh_production,1,0
CRB015190K02DC,Fresh,fresh_production,2,0
CRB015190K02DC,Fresh,fresh_production,3,1
CRB015190K02DC,Fresh,fresh_production,4,0
C9PCWBM20P18DC,Fresh,fresh_production,0,0
C9PCWBM20P18DC,Fresh,fresh_production,1,5
C9PCWBM20P18DC,Fresh,fresh_production,2,1
C9PCWBM20P18DC,Fresh,fresh_production,3,0
C9PCWBM20P18DC,Fresh,fresh_production,4,0
BLG0F0000K02DC,Fresh,fresh_production,0,0
BLG0F0000K02DC,Fresh,fresh_production,1,77
BLG0F0000K02DC,Fresh,fresh_production,2,77
BLG0F0000K02DC,Fresh,fresh_production,3,154
BLG0F0000K02DC,Fresh,fresh_production,4,0
PDMTF0000K02DC,Fresh,fresh_production,0,0
PDMTF0000K02DC,Fresh,fresh_production,1,189
PDMTF0000K02DC,Fresh,fresh_production,2,172
PDMTF0000K02DC,Fresh,fresh_production,3,196
PDMTF0000K02DC,Fresh,fresh_production,4,201
C3JW0913VP06DC,Fresh,fresh_production,0,0
C3JW0913VP06DC,Fresh,fresh_production,1,0
C3JW0913VP06DC,Fresh,fresh_production,2,0
C3JW0913VP06DC,Fresh,fresh_production,3,0
C3JW0913VP06DC,Fresh,fresh_production,4,0
CKE01218VP04DC,Fresh,fresh_production,0,0
CKE01218VP04DC,Fresh,fresh_production,1,0
CKE01218VP04DC,Fresh,fresh_production,2,0
CKE01218VP04DC,Fresh,fresh_production,3,0
CKE01218VP04DC,Fresh,fresh_production,4,0
CRB015190K06DC,Fresh,fresh_production,0,0
CRB015190K06DC,Fresh,fresh_production,1,0
CRB015190K06DC,Fresh,fresh_production,2,0
CRB015190K06DC,Fresh,fresh_production,3,1
CRB015190K06DC,Fresh,fresh_production,4,0
CRB019240K02DC,Fresh,fresh_production,0,0
CRB019240K02DC,Fresh,fresh_production,1,231
CRB019240K02DC,Fresh,fresh_production,2,294
CRB019240K02DC,Fresh,fresh_production,3,228
CRB019240K02DC,Fresh,fresh_production,4,228
BBRSF3540K02DC,Fresh,fresh_production,0,0
BBRSF3540K02DC,Fresh,fresh_production,1,0
BBRSF3540K02DC,Fresh,fresh_production,2,0
BBRSF3540K02DC,Fresh,fresh_production,3,0
BBRSF3540K02DC,Fresh,fresh_production,4,0
BBRSF0000K02DC,Fresh,fresh_production,0,0
BBRSF0000K02DC,Fresh,fresh_production,1,113
BBRSF0000K02DC,Fresh,fresh_production,2,113
BBRSF0000K02DC,Fresh,fresh_production,3,114
BBRSF0000K02DC,Fresh,fresh_production,4,114
BCH019220K02DC,Fresh,fresh_production,0,0
BCH019220K02DC,Fresh,fresh_production,1,0
BCH019220K02DC,Fresh,fresh_production,2,0
BCH019220K02DC,Fresh,fresh_production,3,0
BCH019220K02DC,Fresh,fresh_production,4,0
CRB019240K06DC,Fresh,fresh_production,0,0
CRB019240K06DC,Fresh,fresh_production,1,0
CRB019240K06DC,Fresh,fresh_production,2,0
CRB019240K06DC,Fresh,fresh_production,3,1
CRB019240K06DC,Fresh,fresh_production,4,0
BFL0F0000K02DC,Fresh,fresh_production,0,0
BFL0F0000K02DC,Fresh,fresh_production,1,543
BFL0F0000K02DC,Fresh,fresh_production,2,516
BFL0F0000K02DC,Fresh,fresh_production,3,306
BFL0F0000K02DC,Fresh,fresh_production,4,327
CCHICU000K06DC,Fresh,fresh_production,0,0
CCHICU000K06DC,Fresh,fresh_production,1,10
CCHICU000K06DC,Fresh,fresh_production,2,16
CCHICU000K06DC,Fresh,fresh_production,3,8
CCHICU000K06DC,Fresh,fresh_production,4,1
BLGSF0000K02DC,Fresh,fresh_production,0,0
BLGSF0000K02DC,Fresh,fresh_production,1,5
BLGSF0000K02DC,Fresh,fresh_production,2,8
BLGSF0000K02DC,Fresh,fresh_production,3,4
BLGSF0000K02DC,Fresh,fresh_production,4,0
BTH005565K06DC,Fresh,fresh_production,0,0
BTH005565K06DC,Fresh,fresh_production,1,0
BTH005565K06DC,Fresh,fresh_production,2,0
BTH005565K06DC,Fresh,fresh_production,3,0
BTH005565K06DC,Fresh,fresh_production,4,0
BTHSMF02CK02DC,Fresh,fresh_production,0,0
BTHSMF02CK02DC,Fresh,fresh_production,1,0
BTHSMF02CK02DC,Fresh,fresh_production,2,0
BTHSMF02CK02DC,Fresh,fresh_production,3,0
BTHSMF02CK02DC,Fresh,fresh_production,4,0
C3JW09120K04DC,Fresh,fresh_production,0,0
C3JW09120K04DC,Fresh,fresh_production,1,0
C3JW09120K04DC,Fresh,fresh_production,2,0
C3JW09120K04DC,Fresh,fresh_production,3,0
C3JW09120K04DC,Fresh,fresh_production,4,0
BTHSMF0FFK04DC,Fresh,fresh_production,0,0
BTHSMF0FFK04DC,Fresh,fresh_production,1,202
BTHSMF0FFK04DC,Fresh,fresh_production,2,202
BTHSMF0FFK04DC,Fresh,fresh_production,3,202
BTHSMF0FFK04DC,Fresh,fresh_production,4,201
BBRS1823FK02DC,Fresh,fresh_production,0,0
BBRS1823FK02DC,Fresh,fresh_production,1,0
BBRS1823FK02DC,Fresh,fresh_production,2,0
BBRS1823FK02DC,Fresh,fresh_production,3,0
BBRS1823FK02DC,Fresh,fresh_production,4,0
C3JW09130K02DC,Fresh,fresh_production,0,0
C3JW09130K02DC,Fresh,fresh_production,1,31
C3JW09130K02DC,Fresh,fresh_production,2,66
C3JW09130K02DC,Fresh,fresh_production,3,29
C3JW09130K02DC,Fresh,fresh_production,4,30
BFL003540K02DC,Fresh,fresh_production,0,0
BFL003540K02DC,Fresh,fresh_production,1,0
BFL003540K02DC,Fresh,fresh_production,2,0
BFL003540K02DC,Fresh,fresh_production,3,0
BFL003540K02DC,Fresh,fresh_production,4,0
C3JW00BRUK02DC,Fresh,fresh_production,0,0
C3JW00BRUK02DC,Fresh,fresh_production,1,0
C3JW00BRUK02DC,Fresh,fresh_production,2,0
C3JW00BRUK02DC,Fresh,fresh_production,3,0
C3JW00BRUK02DC,Fresh,fresh_production,4,0
CTH016210K02DC,Fresh,fresh_production,0,0
CTH016210K02DC,Fresh,fresh_production,1,0
CTH016210K02DC,Fresh,fresh_production,2,0
CTH016210K02DC,Fresh,fresh_production,3,0
CTH016210K02DC,Fresh,fresh_production,4,0
CDS010140K02DC,Fresh,fresh_production,0,0
CDS010140K02DC,Fresh,fresh_production,1,235
CDS010140K02DC,Fresh,fresh_production,2,249
CDS010140K02DC,Fresh,fresh_production,3,235
CDS010140K02DC,Fresh,fresh_production,4,222
CDS008110K02DC,Fresh,fresh_production,0,0
CDS008110K02DC,Fresh,fresh_production,1,749
CDS008110K02DC,Fresh,fresh_production,2,750
CDS008110K02DC,Fresh,fresh_production,3,737
CDS008110K02DC,Fresh,fresh_production,4,748
CDS01014VP06DC,Fresh,fresh_production,0,0
CDS01014VP06DC,Fresh,fresh_production,1,0
CDS01014VP06DC,Fresh,fresh_production,2,0
CDS01014VP06DC,Fresh,fresh_production,3,0
CDS01014VP06DC,Fresh,fresh_production,4,0
CCHICU000K02DC,Fresh,fresh_production,0,0
CCHICU000K02DC,Fresh,fresh_production,1,10
CCHICU000K02DC,Fresh,fresh_production,2,16
CCHICU000K02DC,Fresh,fresh_production,3,8
CCHICU000K02DC,Fresh,fresh_production,4,1
PDMTMF000150DC,Fresh,fresh_production,0,0
PDMTMF000150DC,Fresh,fresh_production,1,189
PDMTMF000150DC,Fresh,fresh_production,2,172
PDMTMF000150DC,Fresh,fresh_production,3,196
PDMTMF000150DC,Fresh,fresh_production,4,201
CTH013160K02DC,Fresh,fresh_production,0,0
CTH013160K02DC,Fresh,fresh_production,1,472
CTH013160K02DC,Fresh,fresh_production,2,393
CTH013160K02DC,Fresh,fresh_production,3,383
CTH013160K02DC,Fresh,fresh_production,4,423
C3JW07100K02DC,Fresh,fresh_production,0,0
C3JW07100K02DC,Fresh,fresh_production,1,0
C3JW07100K02DC,Fresh,fresh_production,2,0
C3JW07100K02DC,Fresh,fresh_production,3,0
C3JW07100K02DC,Fresh,fresh_production,4,0
BBRS07595P24DC,Fresh,fresh_production,0,0
BBRS07595P24DC,Fresh,fresh_production,1,0
BBRS07595P24DC,Fresh,fresh_production,2,0
BBRS07595P24DC,Fresh,fresh_production,3,0
BBRS07595P24DC,Fresh,fresh_production,4,0
BTHSF0000K02DC,Fresh,fresh_production,0,0
BTHSF0000K02DC,Fresh,fresh_production,1,4
BTHSF0000K02DC,Fresh,fresh_production,2,0
BTHSF0000K02DC,Fresh,fresh_production,3,2
BTHSF0000K02DC,Fresh,fresh_production,4,1
CTH015180P12DC,Fresh,fresh_production,0,0
CTH015180P12DC,Fresh,fresh_production,1,0
CTH015180P12DC,Fresh,fresh_production,2,0
CTH015180P12DC,Fresh,fresh_production,3,0
CTH015180P12DC,Fresh,fresh_production,4,0
BBRS1821FK02DC,Fresh,fresh_production,0,0
BBRS1821FK02DC,Fresh,fresh_production,1,0
BBRS1821FK02DC,Fresh,fresh_production,2,0
BBRS1821FK02DC,Fresh,fresh_production,3,0
BBRS1821FK02DC,Fresh,fresh_production,4,0
C9PCGCH00P18DC,Fresh,fresh_production,0,0
C9PCGCH00P18DC,Fresh,fresh_production,1,0
C9PCGCH00P18DC,Fresh,fresh_production,2,0
C9PCGCH00P18DC,Fresh,fresh_production,3,0
C9PCGCH00P18DC,Fresh,fresh_production,4,0
CTH01621VP04DC,Fresh,fresh_production,0,0
CTH01621VP04DC,Fresh,fresh_production,1,0
CTH01621VP04DC,Fresh,fresh_production,2,0
CTH01621VP04DC,Fresh,fresh_production,3,0
CTH01621VP04DC,Fresh,fresh_production,4,0
C4PC00000P08DC,Fresh,fresh_production,0,0
C4PC00000P08DC,Fresh,fresh_production,1,339
C4PC00000P08DC,Fresh,fresh_production,2,375
C4PC00000P08DC,Fresh,fresh_production,3,302
C4PC00000P08DC,Fresh,fresh_production,4,339
C9PC00000P18DC,Fresh,fresh_production,0,0
C9PC00000P18DC,Fresh,fresh_production,1,0
C9PC00000P18DC,Fresh,fresh_production,2,0
C9PC00000P18DC,Fresh,fresh_production,3,0
C9PC00000P18DC,Fresh,fresh_production,4,0
BTHSMF000K04DC,Fresh,fresh_production,0,0
BTHSMF000K04DC,Fresh,fresh_production,1,132
BTHSMF000K04DC,Fresh,fresh_production,2,202
BTHSMF000K04DC,Fresh,fresh_production,3,62
BTHSMF000K04DC,Fresh,fresh_production,4,132
CBRSH2332P10DC,Fresh,fresh_production,0,0
CBRSH2332P10DC,Fresh,fresh_production,1,4080
CBRSH2332P10DC,Fresh,fresh_production,2,4073
CBRSH2332P10DC,Fresh,fresh_production,3,4062
CBRSH2332P10DC,Fresh,fresh_production,4,4073
BTH009100K06DC,Fresh,fresh_production,0,0
BTH009100K06DC,Fresh,fresh_production,1,0
BTH009100K06DC,Fresh,fresh_production,2,0
BTH009100K06DC,Fresh,fresh_production,3,0
BTH009100K06DC,Fresh,fresh_production,4,0
CTH016190K02DC,Fresh,fresh_production,0,0
CTH016190K02DC,Fresh,fresh_production,1,0
CTH016190K02DC,Fresh,fresh_production,2,0
CTH016190K02DC,Fresh,fresh_production,3,0
CTH016190K02DC,Fresh,fresh_production,4,0
BTH0F0000K02DC,Fresh,fresh_production,0,0
BTH0F0000K02DC,Fresh,fresh_production,1,0
BTH0F0000K02DC,Fresh,fresh_production,2,0
BTH0F0000K02DC,Fresh,fresh_production,3,0
BTH0F0000K02DC,Fresh,fresh_production,4,0
BLG018230K02DC,Fresh,fresh_production,0,0
BLG018230K02DC,Fresh,fresh_production,1,0
BLG018230K02DC,Fresh,fresh_production,2,0
BLG018230K02DC,Fresh,fresh_production,3,0
BLG018230K02DC,Fresh,fresh_production,4,0
BBRS16180K05DC,Fresh,fresh_production,0,0
BBRS16180K05DC,Fresh,fresh_production,1,0
BBRS16180K05DC,Fresh,fresh_production,2,0
BBRS16180K05DC,Fresh,fresh_production,3,0
BBRS16180K05DC,Fresh,fresh_production,4,0
PMJWF0000K02DC,Fresh,fresh_production,0,0
PMJWF0000K02DC,Fresh,fresh_production,1,12
PMJWF0000K02DC,Fresh,fresh_production,2,2
PMJWF0000K02DC,Fresh,fresh_production,3,0
PMJWF0000K02DC,Fresh,fresh_production,4,3
CDS010140P20DC,Fresh,fresh_production,0,0
CDS010140P20DC,Fresh,fresh_production,1,67
CDS010140P20DC,Fresh,fresh_production,2,23
CDS010140P20DC,Fresh,fresh_production,3,0
CDS010140P20DC,Fresh,fresh_production,4,0
P3JW08100K02DC,Fresh,fresh_production,0,0
P3JW08100K02DC,Fresh,fresh_production,1,47
P3JW08100K02DC,Fresh,fresh_production,2,47
P3JW08100K02DC,Fresh,fresh_production,3,47
P3JW08100K02DC,Fresh,fresh_production,4,47
BTH007585K04DC,Fresh,fresh_production,0,0
BTH007585K04DC,Fresh,fresh_production,1,247
BTH007585K04DC,Fresh,fresh_production,2,275
BTH007585K04DC,Fresh,fresh_production,3,247
BTH007585K04DC,Fresh,fresh_production,4,219
BBRS2325FK06DC,Fresh,fresh_production,0,0
BBRS2325FK06DC,Fresh,fresh_production,1,0
BBRS2325FK06DC,Fresh,fresh_production,2,0
BBRS2325FK06DC,Fresh,fresh_production,3,0
BBRS2325FK06DC,Fresh,fresh_production,4,0
CDS0J0000K02DC,Fresh,unsatisfied_fresh,0,0
